TimeSeconds,X,Y,Speed,Distance,Throttle,Brake,LapNumber
42.773,-552.9639669859696,14324.530196002172,290.0,2405.208888888889,100.0,False,1
42.87,-552.0,14408.0,290.0,2413.0215909479925,100.0,False,1
43.17,-556.0,14695.0,290.0,2437.1894723931473,100.0,False,1
43.173,-556.0707414368055,14697.402940974398,290.0,2437.431111111111,100.0,False,1
43.373,-561.7762222108348,14826.26955706245,290.0,2453.542222222222,100.0,False,1
43.47,-566.0,14887.0,290.0,2461.366101389487,100.0,False,1
43.71,-588.0,15087.0,290.0,2480.699759175547,100.0,False,1
43.733,-592.4939989148941,15114.341373415647,290.0,2482.542222222222,100.0,False,1
43.91,-638.0,15355.0,287.4714294857143,2496.650005873097,100.0,False,1
44.013,-662.2379682707704,15472.088501521295,286.0,2504.7866666666664,100.0,False,1
44.293,-711.8153099920715,15680.129328107101,281.0,2526.6422222222222,100.0,False,1
44.41,-726.0,15737.0,280.02500053333335,2535.731693446249,100.0,False,1
44.533,-736.8640273162374,15781.094967451669,279.0,2545.2422222222226,100.0,True,1
44.693,-750.3305266219764,15838.491588399631,270.0,2557.242222222222,7.0,True,1
44.73,-755.0,15859.0,262.6000128,2559.76799137696,6.0750016,True,1
44.89,-780.0,15970.0,230.6000128,2569.425880199014,2.0750016000000002,True,1
44.973,-791.2228629088225,16019.630366129808,214.0,2573.8866666666668,0.0,True,1
45.09,-805.0,16081.0,199.61875786666667,2579.669315645595,0.0,True,1
45.39,-838.0,16237.0,162.74375786666667,2592.178766579105,0.0,True,1
45.453,-843.5231462345114,16264.922908965098,155.0,2594.5533333333337,0.0,True,1
45.67,-859.0,16350.0,137.09750528,2602.166779664701,0.0,True,1
45.853,-870.0934343078277,16420.302670841756,122.0,2608.1088888888894,0.0,True,1
45.89,-872.0,16433.0,120.41428845714286,2609.2765534612217,0.0,True,1
46.01,-877.0,16473.0,115.27143131428572,2612.9854999347863,0.0,True,1
46.133,-878.9262638862219,16534.01322438866,110.0,2616.664444444445,0.0,True,1
46.209,-879.0,16568.0,107.46666666666667,2618.8758506984086,0.0,True,1
46.373,-877.3956500268057,16602.627466186397,102.0,2623.464444444445,0.0,True,1
46.549,-872.0,16618.0,95.71428571428571,2628.054832960636,0.0,True,1
46.653,-866.5072866705397,16635.76463114369,92.0,2630.6200000000003,0.0,True,1
46.889,-838.0,16691.0,83.15,2636.065570233846,0.0,True,1
46.893,-837.1436647918645,16691.94509946717,83.0,2636.1533333333336,0.0,True,1
47.109,-781.0,16738.0,77.6,2640.6677737384216,0.0,True,1
47.293,-754.5003780994878,16753.520848644985,73.0,2644.2644444444445,0.0,True,1
47.51,-732.0,16756.0,69.3833344,2648.313910464671,0.4520832,True,1
47.71,-695.0,16760.0,66.05000106666667,2651.8554745390234,0.8687498666666666,True,1
47.773,-684.4149714335654,16760.358110647052,65.0,2652.931111111111,1.0,False,1
47.89,-664.0,16758.0,62.06030406100774,2654.879275828161,5.703513502387618,False,1
47.972,-644.8289451741748,16752.31681118504,60.0,2656.2477777777776,9.0,False,1
48.09,-616.0,16741.0,61.4749984,2658.2678108877108,12.687496,False,1
48.132,-607.6860255920209,16737.13832415512,62.0,2659.003333333333,14.0,False,1
48.57,-562.0,16696.0,67.9591827967975,2667.272273863777,26.91156272639459,False,1
48.573,-561.6795209669845,16695.627597609928,68.0,2667.333333333333,27.0,False,1
48.75,-541.0,16670.0,71.98249856,2671.0498325117724,34.07999744,False,1
48.91,-523.0,16639.0,75.58249856,2674.526098100844,40.47999744,False,1
48.973,-516.3113466435907,16626.37172160238,77.0,2675.8888888888887,43.0,False,1
49.11,-504.0,16602.0,78.7124992,2678.873306521037,42.1437504,False,1
49.133,-502.5376339599642,16598.962122931243,79.0,2679.4,42.0,False,1
49.293,-495.0837792945505,16581.676264221318,89.0,2683.3555555555554,55.0,False,1
49.31,-494.0,16579.0,89.72856868571428,2683.8051203595473,55.4249984,False,1
49.51,-476.0,16533.0,98.29999725714286,2689.434218725121,60.4249984,False,1
49.573,-470.30876645656116,16517.10809243065,101.0,2691.2111111111108,62.0,False,1
49.73,-457.0,16475.0,101.0,2695.567121423756,66.70999808,False,1
49.773,-453.3922964491415,16461.849985428486,101.0,2696.822222222222,68.0,False,1
49.89,-444.0,16424.0,107.49999644444445,2700.4667363408266,71.24999822222222,False,1
50.133,-429.1070799845766,16347.749368925137,121.0,2708.922222222222,78.0,False,1
50.17,-427.0,16335.0,123.37856731428572,2710.280592171566,80.90713782857142,False,1
50.33,-418.0,16275.0,133.6642816,2716.374503820878,93.4785664,False,1
50.413,-413.85359951842145,16242.429367286668,139.0,2719.7333333333327,100.0,False,1
50.63,-405.0,16153.0,151.47749632,2729.230704614862,100.0,False,1
50.813,-399.469792378386,16072.285826986972,162.0,2737.733333333333,100.0,False,1
50.83,-399.0,16065.0,163.062496,2738.5336319453786,100.0,False,1
50.973,-394.88219307288546,16004.542613419653,172.0,2745.3777777777773,100.0,False,1
51.03,-392.0,15974.0,175.562496,2748.205199028551,100.0,False,1
51.133,-383.97022722284845,15903.406899784497,182.0,2753.4666666666662,100.0,False,1
51.27,-371.0,15806.0,187.87142582857143,2760.7494926611557,100.0,False,1
51.413,-359.8223863468289,15742.01671292869,194.0,2768.5555555555547,100.0,False,1
51.57,-347.0,15688.0,197.9249984,2777.205910574872,100.0,False,1
51.613,-342.7089703220937,15670.441803343077,199.0,2779.6111111111104,100.0,False,1
51.813,-313.10055988337456,15563.547760845146,206.0,2791.055555555555,100.0,False,1
51.83,-309.0,15551.0,206.48571245714285,2792.0460573030578,100.0,False,1
52.05,-241.0,15361.0,212.77142674285713,2805.100195963668,100.0,False,1
52.093,-230.30949431219628,15332.542677301455,214.0,2807.7,100.0,False,1
52.253,-204.16485992281432,15267.039729562846,221.0,2817.522222222222,100.0,False,1
52.43,-177.0,15204.0,227.6374976,2828.7516441688877,100.0,False,1
52.493,-163.79543062780525,15172.879040202211,230.0,2832.8555555555554,100.0,False,1
52.653,-123.36420586068522,15077.266081749489,240.0,2843.522222222222,100.0,False,1
52.669,-119.0,15067.0,240.3272727272727,2844.602157405314,100.0,False,1
52.889,-58.0,14924.0,244.8272727272727,2859.653628196071,100.0,False,1
52.989,-34.0,14867.0,246.87272727272727,2866.622101851135,100.0,False,1
53.093,1.9269071894685363,14781.598778625468,249.0,2873.9555555555557,100.0,False,1
53.293,82.48470559817008,14590.62893558215,258.0,2888.288888888889,100.0,False,1
53.309,87.0,14580.0,258.3,2889.445192608919,100.0,False,1
53.453,112.66214393943063,14520.381084829885,261.0,2899.888888888889,100.0,False,1
53.589,133.0,14474.0,261.9714285714286,2909.7454270727044,100.0,False,1
53.733,171.32024098802853,14385.611010830971,263.0,2920.3444444444444,100.0,False,1
53.909,228.0,14255.0,272.53333333333336,2933.7778136108877,100.0,False,1
53.973,246.89301471053273,14211.79605721553,276.0,2938.7444444444445,100.0,False,1
54.85,536.0,13545.0,289.3456512,3009.321153851525,100.0,False,1
54.893,563.4102468843856,13479.377331634283,290.0,3012.855555555556,100.0,False,1
54.99,624.0,13334.0,293.39499776,3020.8458945102284,100.0,False,1
55.093,667.8424558280684,13228.862627997387,297.0,3029.3555555555563,100.0,False,1
55.253,693.3299678571844,13167.917079173974,299.0,3042.644444444445,100.0,False,1
55.45,726.0,13087.0,303.9249984,3059.2782769891023,100.0,False,1
55.453,726.761055303749,13085.10125203197,304.0,3059.533333333334,100.0,False,1
55.65,789.0,12929.0,306.8142848,3076.3684164130477,100.0,False,1
55.733,815.713232715502,12861.21318531139,308.0,3083.488888888889,100.0,False,1
55.83,845.0,12786.0,308.96999936,3091.8198289944667,100.0,False,1
55.933,872.7391931683895,12713.35183156961,310.0,3100.7111111111117,100.0,False,1
56.03,902.0,12633.0,311.5431808,3109.160630153181,100.0,False,1
56.31,1015.0,12303.0,315.99772625454546,3133.875979179462,100.0,False,1
56.373,1032.1828647309028,12251.188784394411,317.0,3139.4555555555557,100.0,False,1
56.573,1062.6011577777815,12153.746278362476,319.0,3157.1777777777784,100.0,False,1
56.65,1076.0,12109.0,319.0,3163.9967421970177,100.0,False,1
56.733,1093.8410408035036,12049.223743570838,319.0,3171.355555555556,100.0,False,1
56.893,1135.820483284263,11906.211162575986,321.0,3185.6222222222227,100.0,False,1
56.95,1151.0,11852.0,322.4249984,3190.7519580545036,100.0,False,1
57.05,1177.0,11756.0,324.9249984,3199.7952159672964,100.0,False,1
57.053,1177.7408952635205,11753.23821685959,325.0,3200.066666666667,100.0,False,1
57.25,1223.0,11582.0,325.8208330666667,3217.902982228145,100.0,False,1
57.293,1233.6722585216205,11540.498390870367,326.0,3221.8000000000006,100.0,False,1
57.573,1307.9771804591253,11244.270955501419,327.0,3247.233333333334,100.0,False,1
57.61,1316.0,11212.0,327.2522722909091,3250.6083884276986,100.0,False,1
57.91,1366.0,11007.0,329.2977268363636,3278.102959964167,100.0,False,1
58.013,1386.0682551018267,10920.675252131849,330.0,3287.566666666667,100.0,False,1
58.07,1399.0,10865.0,330.2035712,3292.806085591849,100.0,False,1
58.293,1463.8423699935697,10588.690418725153,331.0,3313.3111111111116,100.0,False,1
58.45,1500.0,10435.0,331.0,3327.7388987403556,100.0,False,1
58.573,1512.8050553505009,10380.193849831876,331.0,3339.055555555556,100.0,False,1
58.67,1525.0,10328.0,331.4041664,3347.998108093601,100.0,False,1
58.813,1561.7248391507242,10171.499579072879,332.0,3361.18888888889,100.0,False,1
59.01,1622.0,9915.0,331.4527779555556,3379.3181064829237,100.0,False,1
59.173,1649.858866272617,9796.562883715842,331.0,3394.2888888888897,100.0,False,1
59.449,1691.0,9620.0,330.1375,3419.5931191953964,100.0,False,1
59.493,1703.572987281195,9565.745968762585,330.0,3423.622222222223,100.0,False,1
59.669,1763.0,9309.0,329.26666666666665,3439.721095732238,100.0,False,1
59.733,1781.866680771332,9227.424286669551,329.0,3445.555555555556,100.0,False,1
60.089,1851.0,8929.0,326.03333333333336,3477.7941705227176,100.0,False,1
60.093,1851.4640226542433,8927.024864229088,326.0,3478.155555555557,100.0,False,1
60.349,1876.0,8823.0,325.0857142857143,3501.2687815314825,100.0,False,1
60.373,1879.6223600539006,8807.24223517736,325.0,3503.4333333333343,100.0,False,1
60.55,1914.0,8656.0,324.4468752,3519.382377605594,100.0,False,1
60.693,1942.0335346506258,8531.063457573362,324.0,3532.2333333333345,100.0,False,1
60.95,1993.0,8306.0,322.3937504,3555.2290882305706,100.0,False,1
61.013,2006.6546073603117,8247.737761238872,322.0,3560.8555555555567,100.0,False,1
61.07,2019.0,8195.0,321.8213168508957,3565.944138986573,100.0,False,1
61.33,2073.0,7958.0,321.0062699924725,3589.121740252434,100.0,False,1
61.332,2073.442703021846,7956.061293490554,321.0,3589.299722222224,100.0,False,1
61.51,2114.0,7780.0,320.2614111233623,3605.1213609174156,100.0,False,1
61.573,2127.1256183010796,7723.839192532202,320.0,3610.721944444446,100.0,False,1
61.77,2165.0,7564.0,320.0,3628.233853468457,100.0,False,1
61.773,2165.596672867098,7561.486218988598,320.0,3628.4997222222237,100.0,False,1
61.93,2200.0,7417.0,318.43000064,3642.3710902162525,100.0,False,1
61.973,2211.8984795683223,7367.516511166932,318.0,3646.1663888888897,100.0,False,1
62.21,2283.0,7074.0,318.0,3667.101098743843,100.0,False,1
62.373,2302.6533016141293,6992.77723742941,318.0,3681.4997222222228,100.0,False,1
62.55,2326.0,6894.0,317.2625002666667,3697.11317842502,100.0,False,1
62.613,2344.106383049356,6817.306519913496,317.0,3702.6330555555564,100.0,False,1
62.75,2390.0,6623.0,314.71666773333334,3714.5363359288654,100.0,False,1
62.973,2428.8619445293716,6459.5455623243615,311.0,3733.7330555555563,100.0,False,1
63.133,2444.9960211477396,6391.916047243166,307.0,3747.377500000001,100.0,True,1
63.19,2453.0,6358.0,301.3000064,3752.0516153683116,76.25002666666667,True,1
63.373,2485.687769620335,6218.755389787251,283.0,3766.2441666666673,0.0,True,1
63.43,2496.0,6175.0,276.11250773333336,3770.410130484203,0.0,True,1
63.613,2525.799325063579,6049.314985953332,254.0,3783.1775000000007,0.0,True,1
63.67,2534.0,6014.0,249.0125056,3787.0813561860305,0.0,True,1
63.773,2547.5147224419366,5954.128720165983,240.0,3793.8441666666677,0.0,True,1
63.85,2558.0,5906.0,226.5250112,3798.3698412842687,0.0,True,1
64.05,2588.0,5759.0,191.5250112,3808.55322780745,0.0,True,1
64.053,2588.360581274894,5756.993261856891,191.0,3808.699722222223,0.0,True,1
64.41,2606.0,5585.0,169.58000384,3825.321999533584,0.0,True,1
64.453,2605.996881648197,5569.029633586226,167.0,3827.2552777777787,0.0,True,1
64.733,2597.666581931742,5481.0687088667255,158.0,3839.5441666666675,0.0,True,1
64.81,2593.0,5462.0,155.1125024,3842.792718242133,0.0,True,1
64.93,2583.0,5434.0,150.6125024,3847.7368295596484,0.0,True,1
64.973,2577.653672580003,5420.889373022951,149.0,3849.4775000000004,0.0,False,1
65.17,2542.0,5344.0,144.0750016,3857.2641946967065,0.0,False,1
65.253,2523.8816747611745,5313.43375805892,142.0,3860.521944444445,0.0,False,1
65.39,2493.0,5266.0,142.0,3865.92461487188,7.991662933333333,False,1
65.493,2471.89556525442,5230.756676691085,142.0,3869.9886111111114,14.0,False,1
65.65,2444.0,5177.0,141.5093752,3876.1622453484833,22.8312464,False,1
65.81,2422.0,5121.0,141.0093752,3882.405571214325,31.831246399999998,False,1
65.813,2421.6541568471653,5119.930915207911,141.0,3882.521944444445,32.0,False,1
66.053,2401.8243326977936,5030.462516169305,140.0,3891.855277777778,49.0,False,1
66.069,2401.0,5024.0,140.44,3892.4948283582635,49.32,False,1
66.289,2395.0,4930.0,146.49,3901.593933364334,53.72,False,1
66.449,2395.0,4863.0,150.89,3908.4595759342956,56.92,False,1
66.453,2395.0494519315457,4861.314726341404,151.0,3908.633055555556,57.0,False,1
66.689,2402.0,4760.0,158.375,3919.059171698923,88.7125,False,1
66.773,2405.8840530493544,4723.53926111923,161.0,3922.9441666666667,100.0,False,1
66.909,2414.0,4663.0,167.46,3929.484163825114,100.0,False,1
67.069,2427.0,4587.0,175.06,3937.5469001815372,100.0,False,1
67.173,2436.1886650802094,4536.0180984769595,180.0,3942.944166666667,100.0,False,1
67.25,2444.0,4497.0,183.8499968,3947.0156762146457,100.0,False,1
67.43,2466.0,4404.0,192.84999679999999,3956.7669499161266,100.0,False,1
67.453,2468.629923771998,4393.324994924594,194.0,3958.033055555556,100.0,False,1
67.613,2485.572294387045,4325.947021945375,201.0,3966.966388888889,100.0,False,1
67.65,2490.0,4309.0,201.9249984,3969.0658287597225,100.0,False,1
67.933,2533.115498460637,4152.093270208624,209.0,3985.544166666667,100.0,False,1
67.95,2536.0,4142.0,209.76499712,3986.556920464474,100.0,False,1
68.133,2568.249635491913,4031.746288411348,218.0,3997.6552777777774,100.0,False,1
68.21,2582.0,3985.0,220.12762981052632,4002.4719361629222,100.0,False,1
68.81,2687.0,3615.0,236.70657717894736,4042.4821493947643,100.0,False,1
68.893,2701.2988909025325,3561.2058866187444,239.0,4048.110833333333,100.0,False,1
69.05,2728.0,3459.0,242.9249984,4058.7595634594504,100.0,False,1
69.133,2741.7599230235937,3406.1425554775456,245.0,4064.444166666666,100.0,False,1
69.293,2768.131318845693,3304.1900681060138,250.0,4075.555277777778,100.0,False,1
69.31,2771.0,3293.0,250.16999936,4076.7408013479235,100.0,False,1
69.49,2802.0,3171.0,251.96999936,4089.343779218343,100.0,False,1
69.493,2802.516296527974,3168.9565463930817,252.0,4089.555277777777,100.0,False,1
69.67,2833.0,3048.0,255.53999872,4102.130369318262,100.0,False,1
69.693,2837.0606239152644,3031.9187094852446,256.0,4103.777499999999,100.0,False,1
69.93,2879.0,2867.0,259.2916657777778,4120.912772841517,100.0,False,1
70.053,2898.2227789740227,2792.900097452731,261.0,4129.8775,100.0,False,1
70.15,2919.0,2713.0,261.9093744,4136.967229940471,100.0,False,1
70.33,2976.0,2493.0,263.5968744,4150.176031599747,100.0,False,1
70.373,2986.9404112446905,2450.8502926010033,264.0,4153.344166666667,100.0,False,1
70.77,3036.0,2263.0,266.97749952,4182.787735371621,100.0,False,1
70.773,3036.4411902540196,2261.2925925818286,267.0,4183.010833333333,100.0,False,1
70.93,3064.0,2155.0,267.9812496,4194.698101320792,100.0,False,1
70.933,3064.598215168791,2152.729655885515,268.0,4194.921944444444,100.0,False,1
71.05,3089.0,2061.0,268.64999964444445,4203.670848330171,100.0,False,1
71.293,3133.8162402385237,1890.3352427699483,270.0,4221.921944444444,100.0,False,1
71.37,3148.0,1836.0,270.3208330666667,4227.710469274536,100.0,False,1
71.53,3179.0,1717.0,270.9874997333333,4239.761980424513,100.0,False,1
71.533,3179.59100562624,1714.712786025469,271.0,4239.988611111111,100.0,False,1
71.71,3214.0,1580.0,272.47499946666665,4253.402261968859,100.0,False,1
71.773,3225.1574555135285,1535.6077194794757,273.0,4258.188611111111,100.0,False,1
72.013,3265.720023963774,1365.8621289007183,274.0,4276.455277777778,100.0,False,1
72.07,3278.0,1310.0,274.2374997333333,4280.800904247064,100.0,False,1
72.23,3316.0,1130.0,274.9041664,4293.025200747131,100.0,False,1
72.253,3320.346431510119,1108.6972172315152,275.0,4294.788611111111,100.0,False,1
72.453,3341.6934815737286,993.5564880093641,277.0,4310.1775,100.0,False,1
72.569,3351.0,931.0,277.0,4319.108238913774,73.63636363636364,False,1
72.578,3351.7948282521193,925.4217212875699,277.0,4319.800981110361,71.59092363636364,False,1
