,TimeSeconds,X,Y,Speed,Distance,Throttle,Brake,LapNumber
0,0.0,2943.997016576199,2615.9521193219857,0.0,-4518.7769835497775,25.0,True,1
1,0.095,2943.998527243597,2615.9764298294235,0.0,-4518.797002676811,25.0,True,1
2,0.151,2944.0,2616.0,0.0,-4518.816044111119,25.0,True,1
3,0.311,2944.0,2616.0,0.0,-4518.876861242001,25.0,True,1
4,0.415,2943.977965595775,2615.647358745105,0.0,-4518.797002676811,25.0,False,1
5,0.655,2944.2403184681957,2613.17337175892,10.0,-4518.130336010144,25.0,False,1
6,0.751,2945.0,2611.0,12.7,-4517.709068744365,25.0,False,1
7,0.971,2948.0,2603.0,18.887507199999998,-4516.466842836164,25.0,False,1
8,0.975,2948.0515126089736,2602.808315826302,19.0,-4516.441447121255,25.0,False,1
9,1.175,2950.420012180791,2591.2809182324586,25.0,-4515.052558232366,25.0,False,1
10,1.211,2951.0,2589.0,25.600004266666666,-4514.779593551782,25.600004266666666,False,1
11,1.351,2954.0,2579.0,27.933333333333334,-4513.653539093348,27.933333333333334,False,1
12,1.535,2959.680334562273,2556.4526832081074,31.0,-4511.952558232366,31.0,False,1
13,1.631,2963.0,2543.0,35.32,-4510.940878412122,34.36,False,1
14,1.735,2966.6578917480615,2528.6470022316485,40.0,-4509.730336010144,38.0,False,1
15,1.975,2974.6078239486733,2498.447159535186,50.0,-4506.397002676811,39.0,False,1
16,2.031,2976.0,2493.0,51.68421025616678,-4505.506427656394,40.40350854680565,False,1
17,2.331,2983.0,2465.0,60.70677289916424,-4500.2559842437095,47.92231074930354,False,1
18,2.374,2985.0680760113787,2457.225190786569,62.0,-4499.525336010144,49.0,False,1
19,2.614,3000.9118699378646,2398.7457499024176,62.0,-4495.392002676811,52.0,False,1
20,2.651,3003.0,2391.0,66.3937728,-4494.625031426395,52.4625024,False,1
21,2.774,3008.5664922052138,2370.1432497494875,81.0,-4491.792002676811,54.0,False,1
22,2.99,3017.0,2337.0,89.64,-4486.154866988238,59.4,False,1
23,3.174,3028.2453141485353,2291.5666805355977,97.0,-4481.014224899033,64.0,False,1
24,3.23,3032.0,2277.0,98.68,-4479.435255031148,66.8,False,1
25,3.374,3042.083620489413,2239.7401347228447,103.0,-4475.292002676811,74.0,False,1
26,3.41,3045.0,2229.0,104.2375,-4474.21797678895,74.0,False,1
27,3.67,3070.0,2135.0,113.175,-4465.966391426766,74.0,False,1
28,3.694,3072.0663525103027,2127.0470270195888,114.0,-4465.158669343477,74.0,False,1
29,4.014,3094.3489993454345,2039.1615948465394,129.0,-4453.692002676811,96.0,False,1
30,4.05,3097.0,2029.0,130.65,-4452.337157790725,96.6,False,1
31,4.254,3115.821630907287,1958.2571474524552,140.0,-4444.358669343477,100.0,False,1
32,4.27,3118.0,1950.0,140.8,-4443.700652904011,100.0,False,1
33,4.47,3151.0,1824.0,150.8,-4435.043669235454,100.0,False,1
34,4.654,3166.3951428964338,1765.496823033519,160.0,-4426.5808915657,100.0,False,1
35,4.81,3176.0,1729.0,166.3375,-4419.156148326362,100.0,False,1
36,4.974,3192.5857869873107,1665.2520191599294,173.0,-4411.203113787922,100.0,False,1
37,5.07,3206.0,1612.0,174.92,-4406.527216129716,100.0,False,1
38,5.174,3223.971751785683,1538.835209068794,177.0,-4401.369780454588,100.0,False,1
39,5.35,3254.0,1415.0,183.6,-4392.234740053896,100.0,False,1
40,5.494,3266.584814682106,1363.5704229367047,189.0,-4384.569780454589,100.0,False,1
41,5.65,3277.0,1318.0,192.9,-4376.208929257062,100.0,False,1
42,5.654,3277.361807748813,1316.3437477168172,193.0,-4375.99200267681,100.0,False,1
43,5.93,3309.0,1167.0,199.9,-4360.662795013378,100.0,False,1
44,5.934,3309.4157479083115,1165.0242017611965,200.0,-4360.436447121255,100.0,False,1
45,6.15,3331.0,1054.0,206.3,-4348.04060500527,100.0,False,1
46,6.174,3334.2350445746856,1034.5239158045702,207.0,-4346.6364471212555,100.0,False,1
47,6.35,3360.0,870.0,211.38902813191473,-4336.156406311455,100.0,False,1
48,6.575,3370.113073040589,798.4308072761434,217.0,-4322.465058232367,100.0,False,1
49,6.631,3372.0,775.0,217.7,-4319.04360314901,100.0,False,1
50,6.815,3382.2624961109354,632.1807222838445,220.0,-4307.7983915657,100.0,False,1
51,7.031,3394.0,446.0,220.0,-4294.663171336146,100.0,False,1
52,7.095,3395.442297609339,413.3166813054516,220.0,-4290.687280454588,100.0,False,1
53,7.335,3395.0636161537577,339.14473275979935,230.0,-4275.353947121255,100.0,False,1
54,7.351,3395.0,332.0,230.0,-4274.329697126492,100.0,False,1
55,7.495,3394.3289064631967,247.6537177718362,230.0,-4265.131724899033,100.0,False,1
56,7.551,3393.0,204.0,230.56,-4261.545508506418,100.0,False,1
57,7.695,3385.2393856019667,62.14394935254236,232.0,-4252.242836010144,100.0,False,1
58,7.831,3377.0,-58.0,235.825,-4243.245792467514,100.0,False,1
59,8.015,3371.1022658970746,-127.06805993959864,241.0,-4230.8206137879215,100.0,True,1
60,8.111,3367.0,-165.0,240.31428571428572,-4224.272932140385,100.0,True,1
61,8.295,3354.112752274524,-284.84070990729214,239.0,-4212.231724899033,100.0,True,1
62,8.311,3353.0,-295.0,236.86666666666667,-4211.274666659111,95.55555555555556,True,1
63,8.591,3335.0,-452.0,199.53333333333333,-4196.474714484678,17.777777777777782,True,1
64,8.655,3329.6797031191277,-497.43072457862144,191.0,-4193.131724899033,0.0,True,1
65,8.815,3314.976993503595,-622.8510202831877,191.0,-4184.6428360101445,0.0,True,1
66,8.871,3311.0,-657.0,185.36478214247762,-4181.85899348235,0.0,True,1
