,TimeSeconds,X,Y,Speed,Distance,Throttle,Brake,LapNumber
0,0.0,-727.0055578678749,-1778.9986537879984,0.0,-5241.518887769388,24.0,False,1
1,0.046,-727.0361740262603,-1778.9912388681091,0.0,-5241.5175,24.0,False,1
2,0.206,-727.0640479512899,-1778.9844879708842,0.0,-5241.5175,24.0,False,1
3,0.332,-727.0,-1779.0,0.0,-5241.549013964962,24.0,False,1
4,0.406,-726.927064641684,-1779.0176645057181,0.0,-5241.5175,24.0,False,1
5,0.532,-727.0,-1779.0,3.156572571981953,-5241.302738163571,23.73695228566817,False,1
6,0.752,-729.0,-1778.0,8.668060503641186,-5240.500589428872,23.277661624696567,False,1
7,0.885,-731.712590910023,-1775.3570973014607,12.0,-5239.920833333334,23.0,False,1
8,0.972,-734.0,-1773.0,14.1749952,-5239.519584970506,23.0,False,1
9,1.165,-740.2729333877095,-1766.6660539445425,19.0,-5238.4430555555555,23.0,False,1
10,1.312,-747.0,-1760.0,28.187504,-5237.270631962037,24.8375008,False,1
11,1.325,-747.7040552065711,-1759.3065112806735,29.0,-5237.154166666666,25.0,False,1
12,1.572,-764.0,-1744.0,35.86110577777778,-5234.590428837016,31.1749952,False,1
13,1.652,-770.0,-1739.0,38.083328,-5233.652544960605,33.1749952,False,1
14,1.685,-772.4352446428463,-1736.752907981892,39.0,-5233.254166666667,34.0,False,1
15,1.812,-782.0,-1727.0,42.704161066666664,-5231.658476906523,35.5874976,False,1
16,1.925,-792.2442205363825,-1717.3090238054372,46.0,-5230.1875,37.0,False,1
17,2.085,-809.2144393578208,-1701.7417598693935,49.0,-5228.009722222222,37.0,False,1
18,2.092,-810.0,-1701.0,49.3499904,-5227.905251205905,37.10499712,False,1
19,2.285,-833.0493766272324,-1678.5760493729372,59.0,-5224.731944444445,40.0,False,1
20,2.392,-847.0,-1665.0,61.0062512,-5222.908947520182,40.0,False,1
21,2.445,-854.2226701799143,-1658.0635041038622,62.0,-5221.976388888889,40.0,False,1
22,2.552,-869.0,-1644.0,65.74500224,-5220.0024856124355,38.92999936,False,1
23,2.645,-881.3805018754446,-1632.2731855716029,69.0,-5218.143055555555,38.0,False,1
24,2.692,-888.0,-1626.0,71.3499904,-5217.138522620004,40.7906136,False,1
25,2.965,-936.184542465412,-1580.1278990657283,85.0,-5210.5875,57.0,False,1
26,3.032,-951.0,-1566.0,88.7687536,-5208.866206465745,58.6750016,False,1
27,3.125,-973.679622721789,-1544.368065066701,94.0,-5206.409722222222,61.0,False,1
28,3.372,-1037.0,-1484.0,100.1749952,-5199.470986601608,64.9295424,False,1
29,3.565,-1073.958076445416,-1448.8897904596972,105.0,-5193.576388888889,68.0,False,1
30,3.833,-1119.0,-1406.0,117.02992710702078,-5184.639369633497,76.68828068840389,False,1
31,3.966,-1146.4687313058255,-1379.609177341996,123.0,-5179.875555555555,81.0,False,1
32,4.213,-1207.0,-1322.0,134.73250304,-5170.4384901454405,85.32250112,False,1
33,4.366,-1250.7896281663427,-1281.3522640635897,142.0,-5164.097777777778,88.0,False,1
34,4.413,-1265.0,-1268.0,145.916672,-5162.061920942892,88.979168,False,1
35,4.606,-1325.6936537610493,-1209.7128999138656,162.0,-5153.297777777778,93.0,False,1
36,4.653,-1340.0,-1196.0,163.82778026666668,-5151.07845664659,93.91389013333334,False,1
37,4.833,-1399.0,-1140.0,170.82778026666668,-5142.295712893879,97.41389013333334,False,1
38,4.966,-1473.4876293179814,-1068.9718667441834,176.0,-5135.697777777777,100.0,False,1
39,5.073,-1526.0,-1019.0,177.52857234285713,-5130.377941063941,100.0,False,1
40,5.246,-1555.7670387662122,-991.389976628303,180.0,-5121.697777777777,100.0,False,1
41,5.313,-1569.0,-979.0,181.6750016,-5118.283347586238,100.0,False,1
42,5.566,-1682.4412314257938,-870.5929764345573,188.0,-5104.986666666667,100.0,False,1
43,5.713,-1749.0,-807.0,196.40000365714286,-5096.787134021365,100.0,False,1
44,5.846,-1789.834517906746,-768.3083066020662,204.0,-5089.12,100.0,False,1
45,5.953,-1823.0,-737.0,208.81500288,-5082.823119600613,100.0,False,1
46,6.046,-1860.2657858702016,-701.7486268271143,213.0,-5077.286666666667,100.0,False,1
47,6.173,-1918.0,-647.0,215.02045556363638,-5069.67000335874,100.0,False,1
48,6.453,-2042.0,-529.0,219.4750010181818,-5052.486744351172,100.0,False,1
49,6.486,-2056.1725663287752,-515.6067453774546,220.0,-5050.397777777778,100.0,False,1
50,6.573,-2097.0,-477.0,223.69750272,-5044.821236299412,98.04249856,False,1
51,6.872,-2306.0,-277.0,236.40500544,-5025.008294723472,91.31499712,False,1
52,6.886,-2312.9477318317795,-270.37118621100404,237.0,-5024.064444444444,91.0,False,1
53,7.192,-2394.0,-194.0,244.6500032,-5003.170029434303,97.80000284444445,False,1
54,7.246,-2412.7918484928,-176.18559572566025,246.0,-4999.464444444445,99.0,False,1
55,7.406,-2487.890153085772,-104.6296592336785,247.0,-4988.486666666667,100.0,False,1
56,7.592,-2595.0,-3.0,247.0,-4975.732558574508,90.66108394012815,False,1
57,7.645,-2627.3429852548497,27.49496034138244,247.0,-4972.088611111111,88.0,False,1
58,7.732,-2682.0,79.0,247.0,-4966.092342821479,79.843768,False,1
59,7.805,-2729.1066259561426,123.56423553685089,247.0,-4961.110833333333,73.0,True,1
60,7.992,-2841.0,230.0,239.20833066666665,-4948.785889558317,48.066658133333334,True,1
61,8.252,-2935.0,320.0,228.375008,-4932.772403756299,13.4000256,True,1
62,8.285,-2948.0646023062877,332.3434625987881,227.0,-4930.844166666667,9.0,True,1
63,8.532,-3060.0,437.0,209.0363776,-4917.15647976055,12.929542399999999,True,1
64,8.672,-3118.0,491.0,198.8545408,-4909.775009784224,15.1568192,True,1
65,8.725,-3139.2968100954813,510.8837739893861,195.0,-4907.010833333334,16.0,True,1
66,8.925,-3216.4552892153324,583.5692338835364,183.0,-4896.844166666667,8.0,True,1
67,8.932,-3219.0,586.0,182.60228363636364,-4896.505226654831,8.063634618181819,True,1
68,9.092,-3276.0,641.0,173.51137454545454,-4889.143167997087,9.518180072727272,True,1
69,9.292,-3354.0,717.0,162.14773818181817,-4880.642609018181,11.33636189090909,True,1
70,9.365,-3378.573880020314,741.9944179828431,158.0,-4877.533055555556,12.0,True,1
71,9.525,-3424.723620677249,792.0697554103583,153.0,-4870.733055555555,10.0,True,1
72,9.612,-3453.0,825.0,149.375008,-4867.17444922533,11.0874976,True,1
73,9.765,-3508.6756001971007,893.0452817931506,143.0,-4861.199722222222,13.0,True,1
74,9.772,-3511.0,896.0,142.72778524444445,-4860.934683880654,12.98055608888889,True,1
75,10.125,-3586.7290746071017,1006.9413892282859,129.0,-4848.299722222222,12.0,True,1
76,10.233,-3601.0,1032.0,126.75933550455383,-4844.540524932561,16.481328990892347,True,1
77,10.366,-3615.6298314343644,1059.421649081825,124.0,-4839.998611111111,22.0,True,1
78,10.526,-3631.2885474934237,1094.2166119506287,118.0,-4834.754166666667,15.0,True,1
79,10.533,-3632.0,1096.0,117.85999872,-4834.529283586457,15.3500032,True,1
80,10.726,-3651.3992488976564,1151.898558913171,114.0,-4828.420833333334,25.0,True,1
81,10.733,-3652.0,1154.0,114.0,-4828.199206029295,24.68499712,True,1
82,10.913,-3664.0,1208.0,114.0,-4822.494449811137,16.58499712,True,1
83,10.926,-3664.637396882657,1211.9352224024017,114.0,-4822.0875,16.0,True,1
84,11.093,-3670.0,1263.0,111.49499904,-4816.935365111056,11.8249984,True,1
85,11.126,-3670.3374969655306,1273.1526885045,111.0,-4815.920833333334,11.0,True,1
86,11.286,-3668.536957850061,1322.58891691803,111.0,-4810.9875,11.0,True,1
87,11.413,-3665.0,1362.0,111.0,-4807.066989680635,12.587500799999999,True,1
